Row : 1, Col : 1, Slice : 1
PPMScale,Data,Fit,Baseline,Ala,Asp,Cr,-CrCH2,GABA,Glc,Gln,Glu,GPC,Gua,Ins,Lac,Lip09,Lip13a,Lip13b,Lip20,MM09,MM12,MM14,MM17,MM20,NAA,NAAG,PCh,PCr,Scyllo,Tau
24.1892,26393.6,13250.4,52433.6,90.1212,175.335,5.30815,-0.823005,202.44,1811.36,897.968,4793.17,1336.96,0.053583,2103.37,52.4284,-4.15668e-12,-1.71028e-11,1.47438e-11,0,-9.60085e-11,2.19593e-11,-2.19842e-11,0.484007,898.01,883.641,0.184744,0,0.34573,0,0
24.1844,4247.79,13250,52378.3,90.1215,175.326,5.30774,-0.82297,202.422,1811.34,897.948,4793.06,1336.94,0.0535803,2103.33,52.4281,-3.2756e-12,-1.60867e-11,8.52651e-14,0,-9.25411e-11,2.24389e-11,-1.8467e-11,0.483917,898.01,883.57,0.184714,0,0.345703,0,0
24.1796,201116,13249.7,52323.1,90.1218,175.318,5.30734,-0.822935,202.404,1811.32,897.927,4792.94,1336.92,0.0535774,2103.29,52.4279,-3.58824e-12,-1.92486e-11,-1.4996e-11,0,-8.60041e-11,2.12239e-11,-1.95328e-11,0.483826,898.01,883.499,0.184685,0,0.345677,0,0
24.1749,94713,13249.4,52267.8,90.122,175.31,5.30694,-0.8229,202.386,1811.3,897.907,4792.83,1336.89,0.0535748,2103.25,52.4276,-3.45324e-12,-2.08615e-11,-2.79492e-11,0,-8.15987e-11,2.31992e-11,-1.88649e-11,0.483735,898.01,883.429,0.184655,0,0.345651,0,0
24.1701,108827,13249.1,52212.6,90.1223,175.302,5.30654,-0.822866,202.368,1811.28,897.887,4792.72,1336.87,0.0535719,2103.21,52.4273,7.38964e-13,-1.93765e-11,-3.87494e-11,0,-7.56017e-11,1.93978e-11,-1.75078e-11,0.483645,898.01,883.358,0.184626,0,0.345626,0,0
24.1653,2105.3,13248.8,52157.4,90.1225,175.294,5.30615,-0.822831,202.35,1811.26,897.867,4792.6,1336.85,0.0535693,2103.17,52.4271,-3.59535e-12,-2.18421e-11,-4.77236e-11,0,-7.53744e-11,1.78417e-11,-1.74367e-11,0.483554,898.01,883.287,0.184596,0,0.3456,0,0
24.1605,36183.5,13248.5,52102.1,90.1228,175.285,5.30575,-0.822798,202.332,1811.24,897.846,4792.49,1336.83,0.0535665,2103.13,52.4268,-2.67875e-12,-2.2979e-11,-5.18732e-11,0,-5.23528e-11,1.87441e-11,-1.73799e-11,0.483464,898.01,883.216,0.184567,0,0.345575,0,0
24.1557,155637,13248.2,52046.9,90.1231,175.277,5.30536,-0.822764,202.315,1811.23,897.826,4792.38,1336.8,0.0535639,2103.08,52.4266,1.56319e-13,-2.35474e-11,-5.08926e-11,0,-5.41718e-11,1.72093e-11,-1.76357e-11,0.483374,898.01,883.145,0.184537,0,0.345549,0,0
24.151,25442.9,13247.9,51991.6,90.1233,175.269,5.30496,-0.822731,202.297,1811.21,897.806,4792.26,1336.78,0.0535611,2103.04,52.4263,-7.95808e-13,-2.24247e-11,-4.84803e-11,0,-4.35705e-11,1.58735e-11,-1.49356e-11,0.483285,898.01,883.075,0.184508,0,0.345524,0,0
24.1462,-26435,13247.5,51936.4,90.1236,175.261,5.30457,-0.822697,202.279,1811.19,897.786,4792.15,1336.76,0.0535585,2103,52.426,5.24381e-12,-2.13731e-11,-4.33467e-11,0,-2.51816e-11,1.5028e-11,-1.50635e-11,0.483195,898.01,883.004,0.184479,0,0.345498,0,0
24.1414,22809.8,13247.2,51881.1,90.1238,175.252,5.30418,-0.822664,202.261,1811.17,897.765,4792.04,1336.74,0.0535558,2102.96,52.4258,2.28795e-12,-1.99663e-11,-3.64864e-11,0,-1.05729e-11,1.22284e-11,-1.54046e-11,0.483105,898.01,882.933,0.18445,0,0.345473,0,0
24.1366,8796.58,13246.9,51825.9,90.1241,175.244,5.3038,-0.822632,202.243,1811.15,897.745,4791.92,1336.72,0.0535532,2102.92,52.4255,2.24532e-12,-2.04636e-11,-2.82583e-11,0,1.62004e-12,1.13189e-11,-1.49072e-11,0.483016,898.01,882.862,0.18442,0,0.345448,0,0
24.1318,83142.1,13246.6,51770.6,90.1244,175.236,5.30341,-0.822599,202.225,1811.13,897.725,4791.81,1336.69,0.0535505,2102.88,52.4253,3.28271e-12,-2.01368e-11,-1.68399e-11,0,3.72324e-12,1.00968e-11,-1.23777e-11,0.482927,898.01,882.792,0.184392,0,0.345423,0,0
24.1271,-34371.8,13246.3,51715.4,90.1246,175.228,5.30302,-0.822567,202.207,1811.11,897.705,4791.7,1336.67,0.053548,2102.84,52.425,7.3328e-12,-1.80691e-11,-8.53362e-12,0,1.45519e-11,9.41469e-12,-1.39551e-11,0.482838,898.01,882.721,0.184363,0,0.345398,0,0
24.1223,49067.9,13246,51660.1,90.1249,175.22,5.30264,-0.822535,202.189,1811.09,897.685,4791.58,1336.65,0.0535453,2102.79,52.4247,4.70379e-12,-1.87992e-11,4.26326e-14,0,2.21405e-11,6.5512e-12,-1.47224e-11,0.482749,898.01,882.65,0.184334,0,0.345374,0,0
24.1175,112300,13245.7,51604.9,90.1252,175.211,5.30226,-0.822503,202.171,1811.08,897.664,4791.47,1336.63,0.0535429,2102.75,52.4245,9.37916e-12,-1.41291e-11,5.84066e-12,0,3.86819e-11,5.4925e-12,-1.21787e-11,0.482661,898.01,882.579,0.184305,0,0.345349,0,0
24.1127,159316,13245.3,51549.7,90.1254,175.203,5.30188,-0.822472,202.153,1811.06,897.644,4791.36,1336.61,0.0535402,2102.71,52.4242,8.32756e-12,-1.37597e-11,1.13261e-11,0,5.61045e-11,4.68958e-12,-1.62288e-11,0.482572,898.01,882.509,0.184276,0,0.345324,0,0
24.108,71781.4,13245,51494.4,90.1257,175.195,5.3015,-0.822441,202.136,1811.04,897.624,4791.25,1336.58,0.0535378,2102.67,52.424,6.6791e-12,-1.44738e-11,1.38627e-11,0,6.19593e-11,3.01981e-12,-1.54614e-11,0.482484,898.01,882.438,0.184247,0,0.3453,0,0
24.1032,-11580.7,13244.7,51439.2,90.126,175.187,5.30113,-0.82241,202.118,1811.02,897.604,4791.13,1336.56,0.0535352,2102.63,52.4237,9.46443e-12,-1.20224e-11,1.41611e-11,0,8.15135e-11,2.54374e-12,-1.59162e-11,0.482396,898.01,882.367,0.184219,0,0.345276,0,0
24.0984,113307,13244.4,51383.9,90.1262,175.179,5.30075,-0.822379,202.1,1811,897.584,4791.02,1336.54,0.0535327,2102.59,52.4234,8.34177e-12,-1.17808e-11,1.35927e-11,0,7.55449e-11,-1.12266e-12,-1.50635e-11,0.482308,898.01,882.297,0.18419,0,0.345251,0,0
24.0936,79379.5,13244.1,51328.7,90.1265,175.17,5.30038,-0.822348,202.082,1810.98,897.563,4790.91,1336.52,0.0535302,2102.54,52.4232,1.15392e-11,-7.63123e-12,1.06652e-11,0,9.41327e-11,-3.0127e-12,-1.89004e-11,0.48222,898.01,882.226,0.184162,0,0.345227,0,0
24.0888,99756.8,13243.8,51273.4,90.1267,175.162,5.30001,-0.822318,202.064,1810.96,897.543,4790.79,1336.5,0.0535278,2102.5,52.4229,5.28644e-12,-9.72022e-12,5.59197e-12,0,1.06013e-10,-4.79616e-12,-1.67688e-11,0.482133,898.01,882.155,0.184133,0,0.345203,0,0
24.0841,107542,13243.5,51218.2,90.127,175.154,5.29964,-0.822288,202.046,1810.95,897.523,4790.68,1336.47,0.0535252,2102.46,52.4227,7.03437e-12,-3.32534e-12,1.15108e-12,0,1.19485e-10,-4.41247e-12,-1.48077e-11,0.482045,898.01,882.085,0.184105,0,0.345179,0,0
24.0793,196886,13243.2,51162.9,90.1273,175.146,5.29927,-0.822258,202.028,1810.93,897.503,4790.57,1336.45,0.0535229,2102.42,52.4224,7.10543e-12,-4.23483e-12,-4.30589e-12,0,1.26192e-10,-5.24381e-12,-1.94404e-11,0.481958,898.01,882.014,0.184076,0,0.345155,0,0
24.0745,-35493.6,13242.8,51107.7,90.1275,175.138,5.2989,-0.822229,202.011,1810.91,897.483,4790.46,1336.43,0.0535203,2102.38,52.4221,7.03437e-12,-8.52651e-14,-9.35785e-12,0,1.37618e-10,-4.3201e-12,-1.76783e-11,0.481871,898.01,881.943,0.184048,0,0.345132,0,0
24.0697,86235,13242.5,51052.4,90.1278,175.129,5.29854,-0.8222,201.993,1810.89,897.463,4790.34,1336.41,0.053518,2102.34,52.4219,5.01643e-12,-3.69482e-13,-1.42677e-11,0,1.62117e-10,-6.73595e-12,-1.46088e-11,0.481784,898.01,881.873,0.18402,0,0.345108,0,0
24.0649,62488.5,13242.2,50997.2,90.1281,175.121,5.29817,-0.822171,201.975,1810.87,897.443,4790.23,1336.39,0.0535155,2102.3,52.4216,4.37694e-12,-7.10543e-13,-1.77565e-11,0,1.59503e-10,-1.06155e-11,-1.55183e-11,0.481697,898.01,881.802,0.183992,0,0.345085,0,0
24.0602,52500.3,13241.9,50942,90.1283,175.113,5.29781,-0.822142,201.957,1810.85,897.422,4790.12,1336.36,0.0535132,2102.25,52.4213,6.08225e-12,3.75167e-12,-1.97105e-11,0,1.6729e-10,-8.5123e-12,-1.27045e-11,0.48161,898.01,881.732,0.183964,0,0.345061,0,0
24.0554,86598.9,13241.6,50886.7,90.1286,175.105,5.29745,-0.822113,201.939,1810.83,897.402,4790.01,1336.34,0.0535108,2102.21,52.4211,2.47269e-12,6.73595e-12,-2.116e-11,0,1.83149e-10,-8.05755e-12,-1.4154e-11,0.481524,898.01,881.661,0.183936,0,0.345038,0,0
24.0506,-12556.7,13241.3,50831.5,90.1289,175.097,5.29709,-0.822085,201.921,1810.81,897.382,4789.89,1336.32,0.0535085,2102.17,52.4208,9.09495e-13,1.04308e-11,-2.22258e-11,0,1.8008e-10,-1.08713e-11,-1.35003e-11,0.481438,898.01,881.59,0.183908,0,0.345015,0,0
24.0458,115754,13241,50776.2,90.1291,175.089,5.29673,-0.822057,201.903,1810.8,897.362,4789.78,1336.3,0.0535061,2102.13,52.4206,5.68434e-13,5.76961e-12,-1.95612e-11,0,1.90198e-10,-8.72546e-12,-1.39551e-11,0.481351,898.01,881.52,0.18388,0,0.344992,0,0
24.041,51187.8,13240.7,50721,90.1294,175.08,5.29638,-0.822029,201.886,1810.78,897.342,4789.67,1336.28,0.0535039,2102.09,52.4203,4.73221e-12,1.15392e-11,-1.7458e-11,0,1.93722e-10,-7.92966e-12,-1.40403e-11,0.481265,898.01,881.449,0.183852,0,0.344969,0,0
24.0363,29804.2,13240.4,50665.7,90.1296,175.072,5.29602,-0.822002,201.868,1810.76,897.322,4789.55,1336.25,0.0535015,2102.05,52.42,5.45697e-12,1.16245e-11,-1.16955e-11,0,1.94177e-10,-8.71125e-12,-1.8332e-11,0.48118,898.01,881.379,0.183824,0,0.344946,0,0
24.0315,65069.8,13240,50610.5,90.1299,175.064,5.29567,-0.821974,201.85,1810.74,897.302,4789.44,1336.23,0.0534993,2102.01,52.4198,2.71427e-12,1.21361e-11,-7.17826e-12,0,1.87981e-10,-6.36646e-12,-1.1994e-11,0.481094,898.01,881.308,0.183796,0,0.344923,0,0
24.0267,36713.6,13239.7,50555.2,90.1302,175.056,5.29532,-0.821947,201.832,1810.72,897.281,4789.33,1336.21,0.0534969,2101.97,52.4195,1.25056e-12,1.13971e-11,-1.2621e-12,0,1.91164e-10,-4.9738e-12,-1.17382e-11,0.481009,898.01,881.238,0.183769,0,0.3449,0,0
24.0219,85886.1,13239.4,50500,90.1304,175.048,5.29497,-0.82192,201.814,1810.7,897.261,4789.22,1336.19,0.0534948,2101.92,52.4193,-1.4353e-12,1.13118e-11,4.66116e-12,0,1.86105e-10,-4.64695e-12,-1.46372e-11,0.480923,898.01,881.167,0.183741,0,0.344878,0,0
24.0171,70235.9,13239.1,50444.7,90.1307,175.039,5.29462,-0.821894,201.797,1810.68,897.241,4789.1,1336.17,0.0534925,2101.88,52.419,2.60059e-12,1.40119e-11,1.38201e-11,0,1.79625e-10,-2.8848e-12,-1.40687e-11,0.480838,898.01,881.097,0.183714,0,0.344855,0,0
24.0124,42240.5,13238.8,50389.5,90.131,175.031,5.29428,-0.821867,201.779,1810.67,897.221,4788.99,1336.14,0.0534903,2101.84,52.4187,-1.22213e-12,1.08287e-11,1.61933e-11,0,1.67802e-10,-3.36797e-12,-1.19087e-11,0.480753,898.01,881.026,0.183686,0,0.344833,0,0
24.0076,89483.8,13238.5,50268.4,90.1312,175.023,5.29393,-0.821841,201.761,1810.65,897.201,4788.88,1336.12,0.053488,2101.8,52.4185,-1.15108e-12,1.7593e-11,2.15579e-11,0,1.74509e-10,-1.81899e-12,-1.21361e-11,0.480668,898.01,880.956,0.183659,0,0.344811,0,0
24.0028,68634.4,13238.2,50149.6,90.1315,175.015,5.29359,-0.821815,201.743,1810.63,897.181,4788.77,1336.1,0.0534859,2101.76,52.4182,-9.09495e-13,1.18519e-11,2.55227e-11,0,1.63993e-10,2.27374e-13,-8.35598e-12,0.480584,898.01,880.885,0.183631,0,0.344789,0,0
23.998,112859,13237.9,50061.5,90.1318,175.007,5.29325,-0.82179,201.725,1810.61,897.161,4788.65,1336.08,0.0534837,2101.72,52.418,-1.98952e-12,1.29035e-11,2.58495e-11,0,1.41313e-10,6.6791e-13,-7.47491e-12,0.480499,898.01,880.815,0.183604,0,0.344767,0,0
23.9933,3419.74,13237.5,49995.6,90.132,174.999,5.29291,-0.821764,201.707,1810.59,897.141,4788.54,1336.06,0.0534816,2101.68,52.4177,1.25056e-12,1.2875e-11,2.61622e-11,0,1.3776e-10,-1.19371e-12,-9.83391e-12,0.480415,898.01,880.744,0.183577,0,0.344745,0,0
23.9885,92624.8,13237.2,49986.1,90.1323,174.99,5.29257,-0.821739,201.69,1810.57,897.121,4788.43,1336.03,0.0534794,2101.63,52.4174,-1.59162e-12,9.66338e-12,2.75691e-11,0,1.1778e-10,6.96332e-13,-7.30438e-12,0.480331,898.01,880.674,0.18355,0,0.344723,0,0
23.9837,66081.4,13236.9,49934,90.1326,174.982,5.29223,-0.821714,201.672,1810.55,897.101,4788.32,1336.01,0.0534773,2101.59,52.4172,-3.18323e-12,8.35598e-12,2.57359e-11,0,1.04336e-10,2.14584e-12,-6.87805e-12,0.480247,898.01,880.603,0.183522,0,0.344701,0,0
23.9789,49193,13236.6,49938.3,90.1328,174.974,5.2919,-0.82169,201.654,1810.53,897.08,4788.2,1335.99,0.0534751,2101.55,52.4169,-3.2685e-12,7.47491e-12,2.24958e-11,0,9.42748e-11,8.95284e-13,-1.0715e-11,0.480163,898.01,880.533,0.183496,0,0.344679,0,0
23.9741,93273.1,13236.3,49904.3,90.1331,174.966,5.29157,-0.821665,201.636,1810.52,897.06,4788.09,1335.97,0.0534731,2101.51,52.4167,-6.73595e-12,7.87281e-12,2.02647e-11,0,8.29914e-11,1.93268e-12,-1.00897e-11,0.480079,898.01,880.462,0.183468,0,0.344658,0,0
23.9694,9973.52,13236,49879.7,90.1334,174.958,5.29123,-0.821641,201.619,1810.5,897.04,4787.98,1335.95,0.053471,2101.47,52.4164,-7.02016e-12,1.44951e-12,1.60298e-11,0,6.28262e-11,-4.68958e-13,-5.48539e-12,0.479996,898.01,880.392,0.183442,0,0.344637,0,0
23.9646,87815.9,13235.7,49837,90.1336,174.95,5.2909,-0.821617,201.601,1810.48,897.02,4787.87,1335.92,0.053469,2101.43,52.4161,-6.39488e-12,3.6664e-12,1.15534e-11,0,6.05809e-11,1.10845e-12,-4.86011e-12,0.479912,898.01,880.321,0.183414,0,0.344615,0,0
23.9598,164450,13235.4,49808.9,90.1339,174.942,5.29058,-0.821593,201.583,1810.46,897,4787.76,1335.9,0.0534668,2101.39,52.4159,-6.6791e-12,1.02318e-12,6.22435e-12,0,5.80513e-11,-5.68434e-14,-5.03064e-12,0.479829,898.01,880.251,0.183388,0,0.344594,0,0
23.955,4005.85,13235.1,49763.7,90.1342,174.933,5.29025,-0.82157,201.565,1810.44,896.98,4787.64,1335.88,0.0534649,2101.35,52.4156,-7.02016e-12,3.75167e-12,2.18847e-12,0,4.01741e-11,1.7053e-12,-7.24754e-12,0.479746,898.01,880.181,0.183361,0,0.344573,0,0
23.9502,43656.2,13234.7,49769.2,90.1344,174.925,5.28992,-0.821547,201.547,1810.42,896.96,4787.53,1335.86,0.0534628,2101.3,52.4154,-6.30962e-12,3.0127e-12,0,0,4.67963e-11,-1.5774e-12,-2.44427e-12,0.479663,898.01,880.11,0.183334,0,0.344552,0,0
23.9455,102137,13234.4,49764.4,90.1347,174.917,5.2896,-0.821524,201.53,1810.4,896.94,4787.42,1335.84,0.0534609,2101.26,52.4151,-5.6275e-12,1.62004e-12,-6.01119e-12,0,4.62403e-11,-7.88702e-13,-5.11591e-12,0.479581,898.01,880.04,0.183308,0,0.344531,0,0
23.9407,-31572.4,13234.1,49694.2,90.135,174.909,5.28928,-0.821501,201.512,1810.39,896.92,4787.31,1335.81,0.0534588,2101.22,52.4148,-6.13909e-12,-3.58114e-12,-7.64544e-12,0,4.56648e-11,-1.14042e-12,1.42109e-13,0.479498,898.01,879.969,0.183281,0,0.34451,0,0
23.9359,-23732,13233.8,49572.2,90.1352,174.901,5.28896,-0.821479,201.494,1810.37,896.9,4787.2,1335.79,0.0534569,2101.18,52.4146,-4.29168e-12,-3.15481e-12,-9.90497e-12,0,4.98419e-11,-1.74794e-12,-5.57066e-12,0.479416,898.01,879.899,0.183254,0,0.34449,0,0
23.9311,100106,13233.5,49516.1,90.1355,174.893,5.28864,-0.821456,201.476,1810.35,896.88,4787.08,1335.77,0.0534549,2101.14,52.4143,-5.00222e-12,-4.29168e-12,-1.2335e-11,0,6.19202e-11,-1.91847e-12,-4.14957e-12,0.479333,898.01,879.829,0.183228,0,0.344469,0,0
23.9263,84490.9,13233.2,49415.5,90.1358,174.884,5.28832,-0.821434,201.459,1810.33,896.86,4786.97,1335.75,0.053453,2101.1,52.4141,-3.80851e-12,-5.59908e-12,-1.09424e-11,0,6.45635e-11,-1.67688e-12,-4.34852e-12,0.479251,898.01,879.758,0.183201,0,0.344448,0,0
23.9216,43661,13232.9,49325.2,90.136,174.876,5.28801,-0.821413,201.441,1810.31,896.84,4786.86,1335.73,0.053451,2101.06,52.4138,-3.97904e-13,-4.66116e-12,-1.05729e-11,0,6.50262e-11,-7.60281e-13,-6.53699e-12,0.479169,898.01,879.688,0.183175,0,0.344428,0,0
23.9168,33972.6,13232.6,49216.4,90.1363,174.868,5.28769,-0.821391,201.423,1810.29,896.82,4786.75,1335.7,0.0534492,2101.02,52.4135,1.42109e-13,-5.71276e-12,-1.08855e-11,0,7.6807e-11,-3.21165e-12,-2.75691e-12,0.479088,898.01,879.618,0.183149,0,0.344408,0,0
23.912,105075,13232.3,49084.2,90.1366,174.86,5.28738,-0.82137,201.405,1810.27,896.8,4786.63,1335.68,0.0534473,2100.97,52.4133,1.67688e-12,-4.26326e-12,-9.6918e-12,0,8.26987e-11,-2.70006e-12,-2.58638e-12,0.479006,898.01,879.547,0.183123,0,0.344388,0,0
23.9072,33818.8,13232,49062.3,90.1368,174.852,5.28707,-0.821349,201.388,1810.26,896.78,4786.52,1335.66,0.0534454,2100.93,52.413,1.64846e-12,-6.48015e-12,-6.59384e-12,0,9.00759e-11,-2.52953e-12,-4.20641e-12,0.478925,898.01,879.477,0.183096,0,0.344368,0,0
23.9025,81078.6,13231.6,48987.3,90.1371,174.844,5.28676,-0.821328,201.37,1810.24,896.76,4786.41,1335.64,0.0534435,2100.89,52.4128,2.87059e-12,-9.97602e-12,-3.59535e-12,0,1.04734e-10,-3.02691e-12,-4.03588e-12,0.478844,898.01,879.407,0.183071,0,0.344348,0,0
23.8977,89851.4,13231.3,48859.1,90.1374,174.836,5.28645,-0.821308,201.352,1810.22,896.74,4786.3,1335.62,0.0534417,2100.85,52.4125,3.75167e-12,-1.02887e-11,-2.01794e-12,0,1.14995e-10,-3.02691e-12,-5.59908e-12,0.478762,898.01,879.336,0.183044,0,0.344328,0,0
23.8929,60612.7,13231,48712.9,90.1376,174.827,5.28614,-0.821287,201.334,1810.2,896.72,4786.19,1335.59,0.0534399,2100.81,52.4122,2.92744e-12,-9.09495e-12,1.5774e-12,0,1.20131e-10,-3.9222e-12,-1.25056e-12,0.478682,898.01,879.266,0.183019,0,0.344308,0,0
23.8881,75317,13230.7,48538.6,90.1379,174.819,5.28584,-0.821267,201.317,1810.18,896.7,4786.08,1335.57,0.0534381,2100.77,52.412,4.34852e-12,-7.41807e-12,4.26326e-13,0,1.18955e-10,-4.51905e-12,-6.65068e-12,0.478601,898.01,879.196,0.182992,0,0.344288,0,0
23.8833,54184.9,13230.4,48399.5,90.1382,174.811,5.28554,-0.821247,201.299,1810.16,896.68,4785.96,1335.55,0.0534363,2100.73,52.4117,3.49587e-12,-7.50333e-12,3.63798e-12,0,1.33473e-10,-3.5385e-12,-2.50111e-12,0.47852,898.01,879.125,0.182967,0,0.344269,0,0
23.8786,24482.1,13230.1,48211.6,90.1384,174.803,5.28523,-0.821228,201.281,1810.14,896.66,4785.85,1335.53,0.0534345,2100.69,52.4115,4.70379e-12,-1.1795e-11,6.94911e-12,0,1.33979e-10,-4.47642e-12,-6.0254e-12,0.47844,898.01,879.055,0.182941,0,0.344249,0,0
23.8738,135064,13229.8,48004.2,90.1387,174.795,5.28493,-0.821209,201.264,1810.13,896.64,4785.74,1335.51,0.0534327,2100.64,52.4112,1.84741e-12,-9.66338e-12,8.39862e-12,0,1.41553e-10,-4.22062e-12,-2.55795e-12,0.47836,898.01,878.985,0.182915,0,0.34423,0,0
23.869,86200.6,13229.5,47766.6,90.139,174.787,5.28464,-0.821189,201.246,1810.11,896.62,4785.63,1335.48,0.053431,2100.6,52.4109,3.43903e-12,-1.3415e-11,9.35074e-12,0,1.41654e-10,-4.60432e-12,-5.17275e-12,0.478279,898.01,878.915,0.182889,0,0.344211,0,0
23.8642,67644,13229.2,47609.6,90.1392,174.779,5.28434,-0.821171,201.228,1810.09,896.6,4785.52,1335.46,0.0534292,2100.56,52.4107,3.32534e-12,-1.63709e-11,8.78231e-12,0,1.36197e-10,-5.21538e-12,-2.72848e-12,0.478199,898.01,878.844,0.182864,0,0.344192,0,0
23.8594,74701.3,13228.9,47441.3,90.1395,174.77,5.28404,-0.821152,201.21,1810.07,896.58,4785.4,1335.44,0.0534276,2100.52,52.4104,3.41061e-12,-1.40972e-11,7.94387e-12,0,1.3091e-10,-4.14957e-12,-4.09273e-12,0.47812,898.01,878.774,0.182838,0,0.344173,0,0
23.8547,24227.6,13228.5,47212.7,90.1398,174.762,5.28375,-0.821134,201.193,1810.05,896.56,4785.29,1335.42,0.0534258,2100.48,52.4102,3.97904e-13,-1.88152e-11,5.15854e-12,0,1.28125e-10,-4.81748e-12,-6.65068e-12,0.47804,898.01,878.704,0.182813,0,0.344154,0,0
23.8499,34004.2,13228.2,46967,90.14,174.754,5.28346,-0.821116,201.175,1810.03,896.54,4785.18,1335.4,0.0534242,2100.44,52.4099,1.19371e-12,-1.42677e-11,2.92744e-12,0,1.21361e-10,-5.20117e-12,-7.67386e-12,0.477961,898.01,878.634,0.182787,0,0.344135,0,0
