4.99648e+00,8.69272e+04,1.15533e+04,7.97831e+03
4.99170e+00,4.53247e+04,1.15531e+04,7.94810e+03
4.98692e+00,-9.72001e+02,1.15531e+04,7.95391e+03
4.98214e+00,-1.12574e+04,1.15531e+04,7.87507e+03
4.97736e+00,1.06697e+05,1.15531e+04,7.66333e+03
4.97259e+00,7.47054e+04,1.15532e+04,7.41263e+03
4.96781e+00,-2.12635e+04,1.15534e+04,7.25700e+03
4.96303e+00,1.15976e+05,1.15536e+04,7.08898e+03
4.95825e+00,7.87112e+04,1.15538e+04,6.92986e+03
4.95347e+00,5.13216e+04,1.15541e+04,6.67378e+03
4.94869e+00,9.78701e+04,1.15544e+04,6.49731e+03
4.94391e+00,-1.43292e+05,1.15548e+04,5.97485e+03
4.93913e+00,-6.08643e+04,1.15552e+04,5.35881e+03
4.93435e+00,6.19716e+04,1.15556e+04,5.14821e+03
4.92957e+00,-3.35765e+04,1.15560e+04,4.84633e+03
4.92480e+00,-7.53320e+04,1.15565e+04,4.59723e+03
4.92002e+00,4.85360e+04,1.15570e+04,4.21560e+03
4.91524e+00,-1.07728e+05,1.15575e+04,3.80415e+03
4.91046e+00,1.80940e+04,1.15580e+04,3.37686e+03
4.90568e+00,2.32010e+04,1.15585e+04,2.98986e+03
4.90090e+00,3.05743e+04,1.15590e+04,2.75145e+03
4.89612e+00,5.22162e+02,1.15595e+04,2.67972e+03
4.89134e+00,1.10146e+04,1.15600e+04,2.54761e+03
4.88656e+00,2.94584e+04,1.15605e+04,2.19280e+03
4.88178e+00,7.97126e+04,1.15610e+04,1.71053e+03
4.87700e+00,-8.80377e+03,1.15614e+04,1.22882e+03
4.87223e+00,2.32745e+04,1.15619e+04,8.37687e+02
4.86745e+00,8.05660e+04,1.15623e+04,5.53360e+02
4.86267e+00,1.91801e+04,1.15626e+04,1.71302e+02
4.85789e+00,-4.72667e+04,1.15629e+04,-2.37769e+02
4.85311e+00,-9.72012e+04,1.15632e+04,-7.19357e+02
4.84833e+00,1.17519e+05,1.15634e+04,-1.18702e+03
4.84355e+00,8.16994e+04,1.15636e+04,-1.56543e+03
4.83877e+00,2.03042e+04,1.15637e+04,-1.91807e+03
4.83399e+00,-1.28664e+05,1.15637e+04,-2.24318e+03
4.82921e+00,1.34949e+05,1.15637e+04,-2.54511e+03
4.82444e+00,-4.11179e+04,1.15635e+04,-2.76335e+03
4.81966e+00,2.87265e+04,1.15633e+04,-2.95980e+03
4.81488e+00,1.40382e+05,1.15629e+04,-3.19929e+03
4.81010e+00,-1.64873e+05,1.15624e+04,-3.57661e+03
4.80532e+00,-2.28833e+05,1.15618e+04,-3.88678e+03
4.80054e+00,7.43604e+04,1.15610e+04,-4.14066e+03
4.79576e+00,1.27199e+05,1.15601e+04,-4.43206e+03
4.79098e+00,7.20104e+04,1.15591e+04,-4.74793e+03
4.78620e+00,1.86681e+05,1.15578e+04,-5.07006e+03
4.78142e+00,-1.60615e+05,1.15563e+04,-5.48082e+03
4.77664e+00,-7.27729e+02,1.15547e+04,-5.92370e+03
4.77187e+00,-7.64226e+04,1.15528e+04,-6.35171e+03
4.76709e+00,-3.40130e+04,1.15506e+04,-6.72829e+03
4.76231e+00,-5.67058e+03,1.15482e+04,-7.09426e+03
4.75753e+00,1.33967e+05,1.15455e+04,-7.43997e+03
4.75275e+00,7.04458e+04,1.15425e+04,-7.82230e+03
4.74797e+00,2.31561e+05,1.15391e+04,-8.27408e+03
4.74319e+00,-8.20934e+04,1.15354e+04,-8.73611e+03
4.73841e+00,-3.70044e+04,1.15312e+04,-9.20136e+03
4.73363e+00,-4.93056e+04,1.15267e+04,-9.66078e+03
4.72885e+00,3.32079e+04,1.15216e+04,-1.00035e+04
4.72408e+00,-8.60174e+04,1.15160e+04,-1.02816e+04
4.71930e+00,1.05959e+05,1.15099e+04,-1.06699e+04
4.71452e+00,-4.69546e+04,1.15031e+04,-1.10150e+04
4.70974e+00,2.32440e+05,1.14956e+04,-1.13769e+04
4.70496e+00,-7.11525e+05,1.14873e+04,-1.16889e+04
4.70018e+00,-2.22935e+05,1.14781e+04,-1.19801e+04
4.69540e+00,9.10913e+05,1.14680e+04,-1.23505e+04
4.69062e+00,-1.63226e+05,1.14567e+04,-1.27723e+04
4.68584e+00,6.56776e+03,1.14442e+04,-1.31803e+04
4.68106e+00,-2.20552e+05,1.14303e+04,-1.35754e+04
4.67628e+00,-1.15372e+05,1.14148e+04,-1.40134e+04
4.67151e+00,-9.22798e+04,1.13977e+04,-1.43988e+04
