Row : 1, Col : 1, Slice : 1
PPMScale,Data,Fit,Baseline,Ala,Asp,Cr,-CrCH2,GABA,Glc,Gln,Glu,GPC,Gua,Ins,Lac,Lip09,Lip13a,Lip13b,Lip20,MM09,MM12,MM14,MM17,MM20,NAA,NAAG,PCh,PCr,Scyllo,Tau
23.9454,159839,8090.7,11307.7,156.04,413.514,1.42701,-0.493338,558.714,899.063,1363.76,1096.03,1315.88,0.184886,800.594,0,-1.52625e-11,0,0,0,0,-1.23208e-11,0,0.0155975,315.014,1115.13,3.63105,49.9961,2.13296,0.0641989,0
23.9406,-30968.1,8090.68,11056.3,156.039,413.514,1.42692,-0.493325,558.714,899.063,1363.76,1096.03,1315.87,0.184879,800.592,0,-1.41682e-11,0,0,0,0,-1.24878e-11,0,0.0155948,315.014,1115.12,3.63052,49.9951,2.13283,0.0641949,0
23.9359,-130481,8090.66,10828.4,156.039,413.514,1.42683,-0.493312,558.714,899.063,1363.76,1096.03,1315.86,0.184872,800.59,0,-1.40972e-11,0,0,0,0,-1.35572e-11,0,0.0155921,315.013,1115.12,3.62999,49.994,2.1327,0.0641909,0
23.9311,-167625,8090.64,10562.2,156.039,413.514,1.42675,-0.493299,558.714,899.062,1363.76,1096.03,1315.86,0.184865,800.587,0,-1.36282e-11,0,0,0,0,-1.42713e-11,0,0.0155894,315.013,1115.11,3.62947,49.993,2.13257,0.0641869,0
23.9263,-32472.6,8090.62,10262.9,156.039,413.514,1.42666,-0.493287,558.714,899.062,1363.76,1096.03,1315.85,0.184859,800.585,0,-1.06439e-11,0,0,0,0,-1.42819e-11,0,0.0155867,315.013,1115.1,3.62894,49.992,2.13245,0.064183,0
23.9215,68752.5,8090.6,9932.84,156.039,413.514,1.42657,-0.493274,558.714,899.062,1363.76,1096.03,1315.84,0.184852,800.583,0,-1.06866e-11,0,0,0,0,-1.49072e-11,0,0.015584,315.013,1115.09,3.62842,49.9909,2.13232,0.064179,0
23.9167,-51315.6,8090.58,9565.47,156.039,413.514,1.42649,-0.493262,558.714,899.061,1363.76,1096.03,1315.83,0.184845,800.58,0,-9.37916e-12,0,0,0,0,-1.56106e-11,0,0.0155813,315.013,1115.08,3.6279,49.9899,2.1322,0.0641751,0
23.912,118654,8090.56,9118.06,156.039,413.514,1.4264,-0.49325,558.714,899.061,1363.76,1096.03,1315.82,0.184839,800.578,0,-9.08074e-12,0,0,0,0,-1.60583e-11,0,0.0155786,315.013,1115.08,3.62738,49.9889,2.13207,0.0641712,0
23.9072,251668,8090.54,8720.52,156.039,413.514,1.42632,-0.493238,558.714,899.061,1363.76,1096.03,1315.81,0.184832,800.576,0,-7.68807e-12,0,0,0,0,-1.59446e-11,0,0.0155759,315.013,1115.07,3.62686,49.9879,2.13195,0.0641673,0
23.9024,-15727.9,8090.52,8246.65,156.039,413.514,1.42623,-0.493226,558.714,899.06,1363.76,1096.03,1315.81,0.184826,800.573,0,-6.13909e-12,0,0,0,0,-1.62999e-11,0,0.0155733,315.013,1115.06,3.62634,49.9868,2.13183,0.0641635,0
