4.99648e+00,-5.69142e+04,1.09028e+04,-7.42145e+04
4.99170e+00,4.87853e+04,1.09000e+04,-7.46433e+04
4.98692e+00,1.22371e+04,1.08972e+04,-7.51200e+04
4.98214e+00,-2.22303e+05,1.08944e+04,-7.55331e+04
4.97737e+00,-7.63686e+04,1.08915e+04,-7.58392e+04
4.97259e+00,-6.48346e+04,1.08887e+04,-7.61049e+04
4.96781e+00,-1.85143e+02,1.08858e+04,-7.63745e+04
4.96303e+00,-1.26346e+05,1.08829e+04,-7.67542e+04
4.95825e+00,-6.42021e+04,1.08800e+04,-7.72423e+04
4.95347e+00,-1.88343e+04,1.08770e+04,-7.75505e+04
4.94869e+00,-6.16793e+04,1.08740e+04,-7.78921e+04
4.94391e+00,-1.94372e+04,1.08709e+04,-7.82919e+04
4.93913e+00,-7.21187e+04,1.08678e+04,-7.87297e+04
4.93435e+00,-3.84486e+04,1.08647e+04,-7.92101e+04
4.92958e+00,-2.35071e+04,1.08614e+04,-7.96185e+04
4.92480e+00,-1.59577e+05,1.08582e+04,-8.01679e+04
4.92002e+00,-1.52995e+05,1.08548e+04,-8.09566e+04
4.91524e+00,-1.50514e+05,1.08514e+04,-8.16559e+04
4.91046e+00,6.86541e+04,1.08479e+04,-8.21389e+04
4.90568e+00,-7.91239e+04,1.08443e+04,-8.24467e+04
4.90090e+00,-1.06623e+05,1.08407e+04,-8.29031e+04
4.89612e+00,-1.88544e+04,1.08369e+04,-8.36853e+04
4.89134e+00,-9.55489e+04,1.08330e+04,-8.43067e+04
4.88656e+00,-1.69343e+05,1.08291e+04,-8.45231e+04
4.88178e+00,6.56409e+04,1.08250e+04,-8.51322e+04
4.87701e+00,-1.24654e+05,1.08208e+04,-8.57576e+04
4.87223e+00,-8.50541e+04,1.08164e+04,-8.61447e+04
4.86745e+00,-9.73943e+04,1.08119e+04,-8.64278e+04
4.86267e+00,-6.99639e+04,1.08073e+04,-8.66653e+04
4.85789e+00,6.40714e+04,1.08025e+04,-8.71399e+04
4.85311e+00,5.66755e+04,1.07976e+04,-8.75841e+04
4.84833e+00,-1.24536e+05,1.07925e+04,-8.80826e+04
4.84355e+00,-1.43879e+05,1.07872e+04,-8.83911e+04
4.83877e+00,-8.63781e+04,1.07817e+04,-8.85753e+04
4.83399e+00,-2.25105e+05,1.07760e+04,-8.88112e+04
4.82921e+00,-1.18555e+05,1.07701e+04,-8.91048e+04
4.82444e+00,-1.39919e+05,1.07639e+04,-8.95351e+04
4.81966e+00,5.82917e+04,1.07576e+04,-8.99947e+04
4.81488e+00,1.25637e+05,1.07509e+04,-9.05022e+04
4.81010e+00,-1.04738e+05,1.07440e+04,-9.10113e+04
4.80532e+00,-1.55264e+05,1.07368e+04,-9.14896e+04
4.80054e+00,-2.15139e+05,1.07293e+04,-9.18639e+04
4.79576e+00,-1.18410e+05,1.07215e+04,-9.21726e+04
4.79098e+00,-2.16600e+05,1.07134e+04,-9.25345e+04
4.78620e+00,6.76900e+04,1.07049e+04,-9.29193e+04
4.78142e+00,1.38390e+05,1.06960e+04,-9.33445e+04
4.77665e+00,8.46420e+04,1.06867e+04,-9.37488e+04
4.77187e+00,-2.14537e+05,1.06770e+04,-9.41134e+04
4.76709e+00,-2.35536e+05,1.06669e+04,-9.45483e+04
4.76231e+00,-2.02044e+04,1.06562e+04,-9.49932e+04
4.75753e+00,-3.62573e+05,1.06451e+04,-9.55062e+04
4.75275e+00,1.20610e+04,1.06334e+04,-9.59729e+04
4.74797e+00,-2.01961e+05,1.06211e+04,-9.64992e+04
4.74319e+00,4.42847e+04,1.06083e+04,-9.69801e+04
4.73841e+00,7.38652e+04,1.05947e+04,-9.74012e+04
4.73363e+00,-6.50212e+03,1.05805e+04,-9.79527e+04
4.72885e+00,-1.51955e+05,1.05655e+04,-9.85022e+04
4.72408e+00,-2.30881e+05,1.05498e+04,-9.90193e+04
4.71930e+00,-2.12367e+05,1.05331e+04,-9.95057e+04
4.71452e+00,1.61840e+05,1.05155e+04,-9.99786e+04
4.70974e+00,-7.44684e+04,1.04970e+04,-1.00418e+05
4.70496e+00,-2.10862e+05,1.04773e+04,-1.00900e+05
4.70018e+00,-4.28704e+04,1.04565e+04,-1.01444e+05
4.69540e+00,-8.41035e+04,1.04343e+04,-1.01911e+05
4.69062e+00,1.02922e+05,1.04107e+04,-1.02387e+05
4.68584e+00,-3.24031e+05,1.03856e+04,-1.02797e+05
4.68106e+00,-5.73576e+05,1.03587e+04,-1.03210e+05
4.67628e+00,1.49159e+05,1.03298e+04,-1.03720e+05
4.67151e+00,3.60697e+05,1.02987e+04,-1.04245e+05
4.66673e+00,2.74451e+05,1.02650e+04,-1.04754e+05
4.66195e+00,-4.53847e+05,1.02283e+04,-1.05196e+05
4.65717e+00,-8.49995e+05,1.01880e+04,-1.05638e+05
4.65239e+00,1.86753e+05,1.01432e+04,-1.06095e+05
4.64761e+00,7.39857e+05,1.00932e+04,-1.06512e+05
4.64283e+00,-9.61073e+05,1.00371e+04,-1.06955e+05
4.63805e+00,-1.49912e+05,9.97577e+03,-1.07504e+05
4.63327e+00,4.01246e+05,9.91616e+03,-1.07952e+05
4.62849e+00,-1.76946e+04,9.87752e+03,-1.08496e+05
4.62372e+00,-8.89220e+04,9.89377e+03,-1.09100e+05
4.61894e+00,-5.67439e+05,9.99831e+03,-1.09751e+05
4.61416e+00,-1.56325e+05,1.01893e+04,-1.10413e+05
4.60938e+00,-1.53606e+05,1.04059e+04,-1.10938e+05
