Row : 1, Col : 1, Slice : 1
PPMScale,Data,Fit,Baseline,Ala,Asp,Cr,-CrCH2,GABA,Glc,Gln,Glu,GPC,Gua,Ins,Lac,Lip09,Lip13a,Lip13b,Lip20,MM09,MM12,MM14,MM17,MM20,NAA,NAAG,PCh,PCr,Scyllo,Tau
23.9538,83416.9,24455.8,-84498.1,0,1374.22,9.38542,-0.116747,277.891,2901.76,374.641,9855.33,2185.02,1.66337,3244.11,261.53,1.46525,-2.41016e-11,0,0,0.141044,3.12355e-11,4.42372,4.42842,2264.46,1692.31,1.64041,0,1.26829,0.269549,0
23.9491,126529,24455.2,-84023.6,0,1374.16,9.38484,-0.116744,277.867,2901.73,374.632,9855.1,2184.98,1.66331,3244.04,261.529,1.46492,-1.39835e-11,0,0,0.141013,2.90186e-11,4.42293,4.42767,2264.46,1692.18,1.64017,0,1.26821,0.269532,0
23.9443,-136454,24454.6,-83549.2,0,1374.09,9.38427,-0.116741,277.842,2901.7,374.624,9854.87,2184.95,1.66324,3243.98,261.527,1.4646,-8.6402e-12,0,0,0.140982,3.04681e-11,4.42214,4.42693,2264.46,1692.04,1.63994,0,1.26814,0.269515,0
23.9395,-86654.6,24454,-83118.9,0,1374.03,9.3837,-0.116738,277.818,2901.67,374.616,9854.64,2184.91,1.66318,3243.92,261.526,1.46428,5.22959e-12,0,0,0.140951,3.23439e-11,4.42136,4.42618,2264.46,1691.9,1.6397,0,1.26806,0.269498,0
23.9347,49633.6,24453.4,-82603.6,0,1373.96,9.38313,-0.116735,277.793,2901.64,374.607,9854.41,2184.88,1.66312,3243.85,261.525,1.46395,9.77707e-12,0,0,0.140921,2.9786e-11,4.42057,4.42543,2264.46,1691.77,1.63946,0,1.26798,0.269481,0
23.9299,-305637,24452.9,-82029.3,0,1373.9,9.38257,-0.116732,277.769,2901.61,374.599,9854.18,2184.84,1.66306,3243.79,261.523,1.46363,1.01181e-11,0,0,0.14089,2.66596e-11,4.41979,4.42469,2264.46,1691.63,1.63923,0,1.26791,0.269464,0
23.9252,-158391,24452.3,-81354.7,0,1373.83,9.38201,-0.116729,277.744,2901.58,374.591,9853.95,2184.8,1.66299,3243.72,261.522,1.46331,2.54659e-11,0,0,0.14086,2.49258e-11,4.41901,4.42395,2264.46,1691.5,1.63899,0,1.26783,0.269447,0
23.9204,46284,24451.7,-80697,0,1373.77,9.38145,-0.116726,277.72,2901.55,374.582,9853.72,2184.77,1.66293,3243.66,261.521,1.46299,2.10321e-11,0,0,0.140829,2.42153e-11,4.41823,4.42321,2264.46,1691.36,1.63876,0,1.26776,0.26943,0
23.9156,-350167,24451.1,-79880.1,0,1373.71,9.38089,-0.116723,277.696,2901.52,374.574,9853.49,2184.73,1.66287,3243.6,261.52,1.46267,3.47882e-11,0,0,0.140799,2.47837e-11,4.41745,4.42247,2264.46,1691.23,1.63852,0,1.26768,0.269414,0
23.9108,49119.8,24450.5,-79186.6,0,1373.64,9.38034,-0.11672,277.671,2901.49,374.566,9853.26,2184.7,1.66281,3243.53,261.518,1.46235,2.22826e-11,0,0,0.140768,1.76783e-11,4.41667,4.42173,2264.46,1691.09,1.63829,0,1.26761,0.269397,0
23.906,87726.9,24449.9,-78492.5,0,1373.58,9.37979,-0.116717,277.647,2901.46,374.557,9853.03,2184.66,1.66275,3243.47,261.517,1.46203,2.71712e-11,0,0,0.140738,1.51203e-11,4.4159,4.421,2264.46,1690.96,1.63806,0,1.26754,0.269381,0
23.9013,69139,24449.3,-77856.6,0,1373.51,9.37924,-0.116714,277.622,2901.43,374.549,9852.8,2184.62,1.66269,3243.41,261.516,1.46171,2.76259e-11,0,0,0.140708,1.22498e-11,4.41512,4.42026,2264.46,1690.82,1.63782,0,1.26746,0.269364,0
23.8965,-9785.82,24448.7,-77203.5,0,1373.45,9.3787,-0.116711,277.598,2901.4,374.541,9852.57,2184.59,1.66263,3243.34,261.514,1.46139,2.80806e-11,0,0,0.140678,6.33804e-12,4.41435,4.41953,2264.46,1690.69,1.63759,0,1.26739,0.269348,0
23.8917,-65419.7,24448.1,-76659.8,0,1373.39,9.37815,-0.116708,277.573,2901.37,374.532,9852.34,2184.55,1.66258,3243.28,261.513,1.46107,1.76215e-11,0,0,0.140647,6.84963e-12,4.41358,4.4188,2264.46,1690.55,1.63736,0,1.26732,0.269332,0
23.8869,154379,24447.5,-76076.9,0,1373.32,9.37761,-0.116706,277.549,2901.34,374.524,9852.11,2184.52,1.66252,3243.21,261.512,1.46076,1.89857e-11,0,0,0.140617,2.98428e-12,4.41281,4.41807,2264.46,1690.42,1.63713,0,1.26725,0.269316,0
23.8821,269894,24446.9,-75569.4,0,1373.26,9.37708,-0.116703,277.524,2901.31,374.516,9851.87,2184.48,1.66246,3243.15,261.51,1.46044,1.78488e-11,0,0,0.140587,-5.57066e-12,4.41204,4.41734,2264.46,1690.28,1.6369,0,1.26717,0.269299,0
